cluster,n,anomaly_rate,mean_anomaly_score,high_delay_rate,mean_delay_rate,mean_cancel_rate
6,291,0.9690721649484536,0.6171367495051605,0.22336769759450173,0.1504638089269387,0.012590776666719755
0,1888,0.4544491525423729,0.4813167059059026,0.4322033898305085,0.19589189086640876,0.022344241636133053
7,5974,0.15500502176096417,0.3234417137126097,0.6534984934717107,0.24461381963649564,0.10445933978461211
5,3265,0.154364471669219,0.3856212289994922,0.3464012251148545,0.181296991939148,0.015637525365667926
2,5226,0.14638346727898965,0.3118064541269968,0.2885572139303483,0.16695745819249042,0.0160860887354142
3,23238,0.03963335915311128,0.17769097969963032,0.426843962475256,0.1948228530048281,0.01104740344882216
4,20020,0.013986013986013986,0.1468360825710502,0.2744755244755245,0.1633750930504713,0.008141786866208556
1,36100,0.007340720221606648,0.12206557925341278,0.460415512465374,0.20231167965172767,0.013080281770081437
